Concepto,Respuesta,Codigo
conjuro,terror,miedo
conjuro,miedo,miedo
conjuro,mago,magia
conjuro,hechicero,magia
conjuro,ritual,ritual
conjuro,maldiciones,maldicion
conjuro,bruja,brujeria
conjuro,secta,secta
felinos,gatos,animal_domestico
felinos,animales,animal
felinos,grandes,tamanos
felinos,pequeños,tamanos
felinos,peludos,velludo
felinos,garras,extremidades
felinos,cazadores,cazadores
felinos,tiernos,ternura
felinos,colmillos,dentadura
felinos,agazaparse,doblez
letrero,cartel,anuncio
letrero,metal,material_construccion
letrero,letras,palabras
letrero,aviso,anuncio
letrero,advertencia,advertencia
letrero,conducir,conducir
letrero,indicacion,advertencia
letrero,verde,color_claro
letrero,publicidad,publicidad
letrero,mensaje,informacion
albañil,trabajador,laborioso
albañil,esfuerzo,esfuerzo
albañil,hombre,masculino
albañil,herramientas,herramientas
albañil,carpinteria,carpinteria
albañil,sucio,suciedad
albañil,mal educado,maleducado
albañil,pobre,pobreza
albañil,barba,vello_facial
albañil,casco,vestimenta_de_trabajo
madrina,tia,familia
madrina,mujer,femenino
madrina,persona,personas
madrina,familia,familia
madrina,segunda madre,madre
madrina,catequismo,ritual
madrina,religion,religion
madrina,hada,personaje_ficticio
madrina,magia,magia
madrina,alegria,felicidad
péndulo,trayectoria,direccion
péndulo,colgante,colgante
péndulo,circulos,circular
péndulo,balanceo,equilibrado
péndulo,energia,energia
péndulo,cuerda,cuerda
péndulo,periodo,periodo
péndulo,amplitud,amplitud
péndulo,magnetismo,fuerza_fisica
péndulo,objeto,objetos
biólogo,cientificio,ciencia
biólogo,persona,personas
biólogo,animales,animal
biólogo,vida,vida
biólogo,estudios,aprender
biólogo,investigacion,investigador
biólogo,medio ambiente,medio_ambiente
biólogo,naturaleza,naturaleza
biólogo,laboratorio,laboratorios
biólogo,anteojos,anteojos
aristas,geometria,matematicas
aristas,cuadrado,figura_geometrica
aristas,lineas,linea
aristas,calculos,matematicas
aristas,matematicas,matematicas
aristas,uniones,unificar
aristas,conjeturas,suposicion
aristas,delgadas,delgado
aristas,negras,color_oscuro
hormona,enzima,moleculas
hormona,celula,celulas
hormona,lipido,grasas
hormona,comando,utilidad
hormona,ser humano,ser_humano
hormona,funciones,utilidad
hormona,crecimiento,crecimiento
hormona,pubertad,juventud
hormona,enamoramiento,enamoramiento
hormona,deficit,deficiencia
neblina,oscuridad,oscuridad
neblina,turbio,turbiedad
neblina,vapor,gaseoso
neblina,temprano,madrugar
neblina,tarde,ciclo_del_dia
neblina,ocaso,ciclo_del_dia
neblina,frio,gelido
neblina,peligro al conducir,riesgoso
neblina,reduccion visibilidad,visibilidad_reducida
neblina,clima,clima
resorte,saltarín,accion_fisica
resorte,metal,material_construccion
resorte,lata,material_construccion
resorte,amortiguador,rebote
resorte,tension,fuerza_fisica
resorte,elastico,elasticidad
resorte,lapiz,lapiz
resorte,colchon,mobiliario
resorte,sillon,mobiliario
resorte,objeto,objetos
pericia,requizar,juridico
pericia,investigacion,investigador
pericia,policia,policia
pericia,embargo,embargo
pericia,sospecha,suposicion
pericia,problema,frustacion
pericia,tension,estresante
pericia,desacuerdo,desacuerdo
pericia,atencion,capacidad_cognitiva
pericia,cosa,objetos
lucidez,sobriedad,sobriedad
lucidez,claridad,claridad
lucidez,despertar,despertar
lucidez,honestidad,honestidad
lucidez,veracidad,veridico
lucidez,verdad,veridico
lucidez,ideas,creatividad
lucidez,blanco,color_claro
lucidez,luz,iluminacion
lucidez,estado,estados
facetas,distintas caras,personalidad_multiple
facetas,modos,estado_de_animo
facetas,cambios,cambiante
facetas,personalidades,personalidad
facetas,ambitos,definido
facetas,circunstancias,contextual
facetas,conveniencia,oportunista
facetas,diversas,diversidad
facetas,diferentes,diversidad
facetas,situaciones,contextual
reclamo,alegato,demandar
reclamo,discusion,discusion
reclamo,queja,malestar
reclamo,tienda,negocio
reclamo,servicio,servicios
reclamo,sugerencia,opinion
reclamo,exigencia,exigencias
reclamo,desacuerdo,desacuerdo
reclamo,solicitud,peticion
reclamo,devolucion,devolucion
evasión,esquivar,evadir
evasión,agilidad,destreza
evasión,rapidez,inmediatez
evasión,suerte,suerte
evasión,probabilidad,probabilidad
evasión,dificil,dificil
evasión,audaz,destreza
evasión,inteligente,inteligencia
evasión,prediccion,predecible
evasión,anticipacion,predecible
inercia,fuerza contraria,fuerza
inercia,fisica,disciplina_cientifica
inercia,cinematica,animacion
inercia,girar,girar
inercia,virar,girar
inercia,cambios de velocidad,velocidad
inercia,inevitable,inevitable
inercia,gravedad,fuerza_fisica
inercia,autos,medio_de_transporte
inercia,rotacion,rotacion
torpeza,estupidez,estupidez
torpeza,descuido,despreocupacion
torpeza,accidente,tragedia
torpeza,nerviosismo,estresante
torpeza,involuntario,involuntario
torpeza,timidez,introversion
torpeza,inseguridad,inseguridad
torpeza,tropiezo,tropiezo
torpeza,choque,colision
torpeza,equivocacion,equivocacion
intriga,curiosidad,curiosidad
intriga,duda,interrogantes
intriga,incertidumbre,incertidumbre
intriga,interes,interes
intriga,secreto,secretos
intriga,inconcluso,inconcluso
intriga,emocion,emociones
intriga,nerviosismo,estresante
intriga,tension,estresante
intriga,felicidad,felicidad
solidez,caracteristica,caracteristica
solidez,robustez,robustez
solidez,corpulencia,robustez
solidez,fuerza,fuerza
solidez,orgulloso,orgullo
solidez,resistencia,resistencia
solidez,poder,poder
solidez,tosco,brutalidad
solidez,duro,dureza
solidez,concreto,material_construccion
aptitud,caracteristica,caracteristica
aptitud,condicion,condicion
aptitud,ser capaz,optimo
aptitud,demostrar,evidenciar
aptitud,apto,optimo
aptitud,minimo,rango
aptitud,habilidad,destreza
aptitud,tecnica,destreza
aptitud,trabajo,oficio
aptitud,prueba,evaluacion
suspiro,dejar ir el aire,asfixiante
suspiro,por pena,angustia
suspiro,por amor,amor
suspiro,por cansancio,cansancio
suspiro,resignación,frustacion
suspiro,para relajarse,tranquilidad
suspiro,es inconsciente,inconsciente
suspiro,profundo,profundidad
suspiro,reacción incontrolada,reaccion
suspiro,usado en yoga,ejercicio
hoguera,fuego,fuego
hoguera,leña,madera
hoguera,caluroso,caliente
hoguera,condena,sanciones
hoguera,terrible,tragedia
hoguera,miedo,miedo
hoguera,asfixiante,asfixiante
hoguera,época antigua,antiguedad
hoguera,para las brujas,mitologia
hoguera,inquisición,medieval
parcela,lugar enorme,inmensidad
parcela,territorio,terreno_delimitado
parcela,en el campo,paisaje
parcela,naturaleza,naturaleza
parcela,hay insectos,insecto
parcela,aislado,aislado
parcela,lugar tranquilo,tranquilidad
parcela,vacaciones,vacaciones
parcela,descanso,descanso
parcela,casa grande,mansion
espiral,linea curvada,linea
espiral,puede marear,malestar
anciana,arrugas,arrugas
anciana,canas,pelo_canoso
anciana,encorvada,postura_defectuosa
anciana,camina lento,lentitud
anciana,escucha menos,envejecimiento
anciana,duerme poco,insomnio
anciana,ocupa bastón,baston
anciana,adorable,agradable
anciana,problemas de salud,enfermedad
anciana,menos memoria,envejecimiento
balanza,muestra equilibrio,equilibrado
balanza,es sólido,resistencia
balanza,compara dos cosas,dicotomico
balanza,es metálico,elemento_quimico
balanza,mide peso,medicion
balanza,usado en verdulerías,negocio
balanza,da números,numero
balanza,muestra exactitud,precision
balanza,es predecible,predecible
balanza,es confiable,confianza
galaxia,contiene planetas,astros
galaxia,cuerpos celestes,astros
galaxia,infinito,infinito
galaxia,profundo,profundidad
galaxia,oscuro,oscuridad
galaxia,desconocido,desconocido
galaxia,intangible,inmaterial
galaxia,vida extraterrestre,extraterrestre
galaxia,meteoritos,meteoritos
galaxia,sin oxígeno,asfixiante
semilla,es de la naturaleza,naturaleza
semilla,se planta,cultivo
semilla,es pequeño,pequeno
semilla,creación,elaborar
semilla,vida,vida
semilla,son saludables,bienestar
semilla,germinar,germinacion
semilla,nacimiento,engendrar
semilla,reproducción,reproduccion
semilla,necesita cuidado,cuidadores
viajero,alma libre,libertad
viajero,curioso,curiosidad
viajero,hace travesías,aventura
viajero,conoce el mundo,trotamundo
viajero,interés por la cultura,cultural
viajero,trotamundos,trotamundo
viajero,mochilero,trotamundo
viajero,energético,energia
viajero,turista,turistico
viajero,amigable,amistad
cosecha,implantar algo,implantes
cosecha,recolectar frutos,recoleccion_frutos
cosecha,hechos en granja,granja
cosecha,temporada buena,buen_tiempo
cosecha,trabajo rural,rural
cosecha,hecho por personas,personas
cosecha,depende del clima,clima
cosecha,sirve para comer,comida
cosecha,sirve para vender,negocio
cosecha,esfuerzo,esfuerzo
madurez,etapa del desarrollo,crecimiento
madurez,en adolescentes,juventud
madurez,antes en mujeres,crecimiento
madurez,mentalidad centrada,concentracion
madurez,desarrollo completo,crecimiento
madurez,punto óptimo,optimo
madurez,intangible,intangible
madurez,en las frutas,frutas
madurez,independencia,independencia
madurez,razonable,razonable
validez,algo confiable,confianza
validez,da veracidad,veridico
validez,necesario en ciencias,ciencia
validez,imprescindible,necesario
validez,preciso,precision
validez,apoya argumentos,argumentar
validez,da exactitud,precision
validez,vigencia,actualidad
validez,depende del tiempo,temporal
vínculo,enlace,enlace
vínculo,unión no material,unificar
vínculo,relación cercana,relacional
vínculo,conexión,conectar
vínculo,es necesario,necesario
vínculo,atadura,atadura
vínculo,inseparable,inseparable
vínculo,da confianza,confianza
vínculo,afecto,afectividad
vínculo,parentesco,familia
levante,equipo de fútbol,equipo
levante,españa,pais_europeo
levante,viento,aire
levante,mar mediterráneo,region_europea
levante,punto cardinal,punto_cardinal
levante,costa,paisaje
levante,época antigua,antiguedad
levante,histórico,historia
levante,barcos,embarcacion
levante,es al este,punto_cardinal
tributo,por admiración,admiracion
tributo,hacer honor,honorable
tributo,imitación,imitacion
tributo,mucho esfuerzo,esfuerzo
tributo,por respeto,responsabilidad
tributo,fieles al original,imitacion
tributo,perdure en el tiempo,accion_prolongada
tributo,es un legado,legado
tributo,hay dedicación,disciplina
tributo,da reconocimiento,reconocer
montaje,falso,falsedad
montaje,en películas,ficcion
montaje,mentiras,mentir
montaje,es engaño,enganar
montaje,videos,pelicula
montaje,edición de vídeos,edicion_de_video
montaje,efectos especiales,edicion_de_video
montaje,youtube,plataforma_digital
montaje,situación preparada,planificar
montaje,tecnología,tecnologia
trámite,un problema,frustacion
trámite,una diligencia,gestion
trámite,en notaria,juridico
trámite,papeleo,documento
trámite,perdida de tiempo,ineficiencia
trámite,agotador,cansancio
trámite,burocracia,burocracia
trámite,a última hora,irresponsabilidad
trámite,trato de evitarlo,evadir
trámite,una obligación,deberes
lástima,sentimiento,sentimientos
lástima,compasión,compasion
lástima,hacia necesitados,compasion
lástima,instintivo,instinto
lástima,por empatía,empatia
lástima,tristeza,angustia
lástima,piedad,compasion
lástima,pérdida,perdidas
lástima,persona enferma,enfermedad
lástima,funeral,funeral
milagro,dios,deidad
milagro,fantasía,ficcion
milagro,solo en ocasiones,infrecuente
milagro,religión,religion
milagro,creencia,creencia
milagro,suerte,suerte
milagro,improbable,improbable
milagro,ocurre lo imposible,imposible
milagro,aparición,ente
milagro,cura lo incurable,sobrenatural
reflejo,reproduce algo,reproduccion
reflejo,proyección,proyeccion
reflejo,ocurre en vidrios,cristal
reflejo,muestra un igual,igualdad
reflejo,identidad,identidad
reflejo,mirarse en el agua,identidad
reflejo,es óptico,ojos
reflejo,brilla con el sol,iluminacion
reflejo,copia,imitacion
reflejo,narciso,narcisista
salario,pago,remuneracion
salario,trabajo,oficio
salario,responsabilidad,responsabilidad
salario,recompensa,recompensa
salario,esfuerzo,esfuerzo
salario,dinero,dinero
salario,sustento,sustento
salario,sueldo,remuneracion
salario,remuneración,remuneracion
salario,mensualidad,remuneracion
aliento,boca,partes_del_rostro
aliento,lavarse los dientes,higiene
aliento,comer chicle,masticar
aliento,mal olor,maloliente
aliento,pasta de dientes,higiene
aliento,motivacion,motivacion
aliento,animo,motivacion
aliento,coraje,valentia
aliento,valor,valentia
aliento,empuje,motivacion
crucero,vacaciones,vacaciones
crucero,barco,embarcacion
crucero,caribe,region_centroamericana
crucero,verano,estaciones_del_ano
crucero,fiesta,fiesta
crucero,oceano,oceano
crucero,mar,oceano
crucero,lujo,exclusivo
crucero,familia,familia
crucero,aventura,aventura
pupitre,silla y meso,mobiliario
pupitre,colegio,colegio
pupitre,lugar para sentarse a trabajar,oficio
pupitre,estudiante,estudiante
pupitre,escritorio,mobiliario
pupitre,mueble,mobiliario
pupitre,examen,evaluacion
pupitre,asignación de asientos,designado
pupitre,mueble que se encuentra en toda aula de una institución educativa,mobiliario
pupitre,mueble que se encuentra en toda aula de una institución educativa,colegio
pupitre,generalmente son de madera o plástico,madera
pupitre,generalmente son de madera o plástico,material_construccion
cantina,bar,cantina
cantina,alcohol,bebida_alcoholica
cantina,borracho,embriaguez
cantina,amigos,amistad
cantina,noche,ciclo_del_dia
cantina,cervecería,negocio
cantina,ruido,sonido_agudo
cantina,panorama,panorama
cantina,música,musica
cantina,oscuro,oscuridad
camisón,noche,ciclo_del_dia
camisón,cama,mobiliario
camisón,pijama,vestimenta_de_dormir
camisón,sueño,dormir
camisón,ropa,vestimenta
camisón,vestido blanco para dormir,vestimenta_de_dormir
camisón,fantasma,fantasma
camisón,hospital,hospital
camisón,traslucido,transparente
camisón,antiguo,antiguedad
aullido,lobo,animal_salvaje
aullido,noche,ciclo_del_dia
aullido,luna,satelite_terrestre
aullido,peligro,riesgoso
aullido,naturaleza,naturaleza
aullido,campamento,acampar
aullido,dolor,sufrimiento
aullido,llamado,comunicacion
aullido,soledad,soledad
aullido,tristeza,angustia
cazuela,chile,pais_latinoamericano
cazuela,sopa,liquido
cazuela,sur,zona_geografica
cazuela,invierno,estaciones_del_ano
cazuela,familia,familia
cazuela,cena,comida
cazuela,almuerzo,comida
cazuela,comida casera,comida
cazuela,comida preparada por mi abuelita,abuelos
cazuela,comida para calentar el cuerpo,temperatura
aguijón,aguja,aguja
aguijón,dolor,sufrimiento
aguijón,aveja,insecto
aguijón,piquete,penetrante
aguijón,hinchazón,reaccion_corporal
aguijón,punzante,penetrante
aguijón,filoso,afilado
aguijón,naturaleza,naturaleza
aguijón,polinizacion,naturaleza
aguijón,miedo,miedo
gatillo,pistola,arma_de_fuego
gatillo,disparo,disparo
gatillo,punto sensible,sensaciones
gatillo,amenaza,amenaza
gatillo,intimidación,intimidacion
gatillo,peligro,riesgoso
gatillo,asalto,crimen
gatillo,detonar,explosion
gatillo,arma,armamento
gatillo,decisión de la cual no hay vuelta atrás,sin_retorno
aguante,fortaleza,fuerza
aguante,empuje,motivacion
aguante,confianza,seguridad
aguante,esfuerzo,esfuerzo
aguante,determinacion,seguridad
aguante,resistencia,resistencia
aguante,mentalizado,capacidad_cognitiva
aguante,focalizado,capacidad_cognitiva
aguante,paciencia,paciencia
